,sex,has_mobile,followers_count,graduation,relation,result,declared_langs,num_langs,city_freq,edu_Alumnus (Bachelor's),edu_Alumnus (Master's),edu_Alumnus (Specialist),edu_Candidate of Sciences,edu_PhD,edu_Student (Bachelor's),edu_Student (Master's),edu_Student (Specialist),edu_Undergraduate applicant,form_Distance Learning,form_Full-time,form_Part-time,form_nan,occ_university,occ_work,occ_nan
3828,0,1.0,411.0,2012.0,4.0,1,0,1.0,5.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3829,1,1.0,30.0,2009.0,4.0,0,1,1.0,22.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
3830,0,1.0,548.0,2019.0,0.0,1,0,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3831,1,1.0,1417.0,2011.0,0.0,0,1,3.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3832,1,1.0,174.0,2014.0,0.0,0,1,1.0,3.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3833,0,0.0,116.0,2016.0,0.0,1,0,1.0,84.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3834,1,1.0,116.0,2013.0,0.0,0,1,2.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
3835,0,1.0,98.0,2008.0,0.0,1,1,1.0,27.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3836,0,1.0,91.0,2008.0,0.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3837,1,1.0,177.0,2011.0,1.0,1,1,3.0,39.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3838,0,1.0,726.0,2009.0,4.0,1,1,1.0,1371.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
3839,0,1.0,213.0,2018.0,0.0,1,0,1.0,1371.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
3840,1,1.0,267.0,2013.0,0.0,1,1,2.0,1371.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3841,1,1.0,26.0,1999.0,0.0,1,1,1.0,162.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3842,0,1.0,440.0,2013.0,0.0,1,1,1.0,68.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3843,1,1.0,442.0,2005.0,0.0,1,1,1.0,9.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
3844,1,1.0,98.0,2005.0,4.0,0,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3845,0,1.0,490.0,2012.0,7.0,1,1,2.0,1010.0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
3846,1,1.0,50.0,2020.0,4.0,0,1,2.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3847,0,1.0,239.0,2014.0,0.0,1,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3848,1,1.0,45.0,0.0,4.0,0,0,1.0,105.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3849,0,1.0,75.0,2008.0,0.0,1,0,1.0,37.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3850,1,1.0,157.0,2014.0,0.0,1,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3851,0,1.0,389.0,0.0,4.0,1,1,3.0,109.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3852,1,1.0,31.0,1989.0,1.0,1,0,1.0,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3853,1,1.0,114.0,2011.0,0.0,0,1,1.0,39.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3854,0,1.0,424.0,2015.0,4.0,1,1,1.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3855,0,1.0,563.0,2015.0,4.0,1,1,1.0,1010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3856,1,1.0,61.0,2007.0,0.0,0,1,1.0,17.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3857,1,1.0,1541.0,2001.0,4.0,1,1,4.0,20.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3858,1,1.0,171.0,0.0,1.0,0,1,2.0,84.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3859,0,1.0,486.0,2012.0,0.0,1,1,4.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3860,1,1.0,131.0,2014.0,4.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3861,1,1.0,148.0,2010.0,4.0,0,0,1.0,19.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3862,0,1.0,194.0,0.0,1.0,0,1,2.0,1371.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3863,1,1.0,37.0,2009.0,4.0,0,1,2.0,1010.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3864,1,1.0,286.0,2016.0,0.0,0,1,1.0,27.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3865,0,1.0,578.0,2013.0,4.0,0,1,1.0,22.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3866,1,1.0,39.0,2010.0,0.0,0,0,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3867,1,1.0,257.0,2013.0,0.0,0,1,1.0,10.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3868,1,1.0,57.0,2008.0,4.0,0,0,1.0,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3869,1,1.0,16.0,2008.0,0.0,0,1,1.0,162.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3870,1,1.0,1.0,2014.0,4.0,0,0,1.0,2.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3871,1,1.0,29.0,2011.0,0.0,0,0,1.0,1371.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3872,1,1.0,14.0,2006.0,0.0,0,0,1.0,8.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3873,1,1.0,144.0,2013.0,4.0,0,1,1.0,2.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
3874,1,1.0,7598.0,2016.0,0.0,0,0,1.0,16.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3875,0,1.0,280.0,2019.0,0.0,1,0,1.0,1010.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
3876,0,1.0,398.0,0.0,4.0,1,1,1.0,44.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
3877,0,1.0,374.0,2007.0,0.0,1,0,1.0,1010.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
3878,1,1.0,5.0,2018.0,4.0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3879,0,1.0,103.0,0.0,0.0,1,0,1.0,26.0,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
3880,0,1.0,148.0,2011.0,4.0,1,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3881,1,1.0,130.0,2020.0,0.0,0,1,1.0,1371.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3882,0,1.0,258.0,2018.0,0.0,1,1,3.0,1010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3883,1,1.0,234.0,2011.0,1.0,0,1,1.0,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3884,1,1.0,460.0,2019.0,0.0,0,1,3.0,44.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3885,1,1.0,189.0,2016.0,5.0,0,1,2.0,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3886,1,1.0,49.0,2010.0,1.0,0,1,2.0,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3887,0,1.0,112.0,1991.0,4.0,1,1,1.0,1010.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3888,1,1.0,3427.0,2009.0,0.0,0,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3889,1,1.0,102.0,2010.0,0.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3890,1,1.0,107.0,2002.0,4.0,0,1,1.0,17.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3891,1,1.0,100.0,2014.0,0.0,0,1,1.0,38.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3892,1,1.0,1280.0,2007.0,1.0,1,1,1.0,10.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3893,1,1.0,39.0,2011.0,6.0,1,1,1.0,1010.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3894,1,1.0,341.0,2015.0,1.0,1,0,1.0,32.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3895,0,1.0,449.0,2006.0,0.0,1,0,1.0,35.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3896,1,1.0,16.0,2001.0,4.0,1,0,1.0,27.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3897,1,1.0,103.0,2000.0,4.0,0,1,1.0,84.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3898,0,1.0,1201.0,2018.0,0.0,1,1,3.0,1371.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3899,1,1.0,631.0,0.0,1.0,0,0,1.0,1010.0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
3900,1,1.0,144.0,2016.0,0.0,1,1,1.0,91.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
3901,1,1.0,261.0,2016.0,1.0,0,1,4.0,1010.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3902,0,1.0,299.0,0.0,0.0,1,1,1.0,84.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3903,1,1.0,233.0,2014.0,4.0,0,1,1.0,1010.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3904,0,1.0,545.0,0.0,0.0,1,1,3.0,84.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
3905,1,1.0,154.0,2009.0,1.0,1,0,1.0,84.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
3906,1,1.0,123.0,2019.0,0.0,0,1,1.0,1371.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
3907,0,1.0,559.0,0.0,1.0,0,1,1.0,1371.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
3908,1,1.0,13.0,2003.0,0.0,0,0,1.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3909,1,1.0,86.0,2007.0,0.0,0,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3910,1,1.0,765.0,0.0,0.0,1,1,1.0,84.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
3911,1,1.0,6.0,2007.0,1.0,0,0,1.0,84.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3912,1,1.0,249.0,2010.0,1.0,1,1,1.0,9.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3913,0,1.0,535.0,2013.0,0.0,1,0,1.0,84.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3914,0,1.0,17.0,1975.0,4.0,1,1,1.0,43.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3915,1,1.0,80.0,2011.0,4.0,0,0,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3916,1,1.0,675.0,2012.0,4.0,1,1,1.0,21.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3917,1,1.0,24.0,2016.0,0.0,0,1,1.0,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3918,0,1.0,753.0,2012.0,4.0,1,0,1.0,30.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3919,1,1.0,4.0,2016.0,1.0,1,1,2.0,219.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3920,0,1.0,205.0,2010.0,4.0,1,0,1.0,12.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3921,1,1.0,110.0,2005.0,4.0,0,0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3922,1,1.0,264.0,2007.0,0.0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3923,0,1.0,781.0,2010.0,4.0,0,1,1.0,13.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3924,1,1.0,44.0,0.0,2.0,0,1,1.0,2.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
3925,1,1.0,60.0,2007.0,1.0,1,0,1.0,58.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3926,1,1.0,63.0,2014.0,8.0,0,1,1.0,1.0,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
3927,0,1.0,601.0,2012.0,0.0,1,1,1.0,1010.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3928,1,1.0,94.0,2011.0,4.0,0,1,1.0,16.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3929,1,1.0,222.0,2007.0,1.0,1,1,1.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3930,1,1.0,178.0,0.0,4.0,0,0,1.0,162.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
3931,0,1.0,16667.0,2014.0,1.0,1,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3932,1,1.0,83.0,2008.0,4.0,0,1,1.0,2.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
3933,1,1.0,242.0,0.0,0.0,0,1,3.0,1.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3934,0,1.0,257.0,2019.0,1.0,1,0,1.0,84.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3935,0,1.0,3423.0,2004.0,0.0,1,1,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3936,1,1.0,105.0,0.0,0.0,0,0,1.0,82.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
3937,1,1.0,43.0,2000.0,4.0,0,1,1.0,10.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3938,0,1.0,192.0,2005.0,4.0,1,1,1.0,19.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3939,1,1.0,269.0,2011.0,3.0,0,1,1.0,84.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3940,0,1.0,3349.0,2015.0,1.0,1,1,4.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3941,0,1.0,196.0,2004.0,4.0,1,1,1.0,82.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3942,1,1.0,43.0,2013.0,0.0,0,1,2.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3943,1,1.0,103.0,2013.0,0.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3944,0,1.0,42.0,2004.0,0.0,1,0,1.0,13.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3945,0,1.0,529.0,2013.0,4.0,1,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3946,0,1.0,1113.0,2010.0,4.0,1,1,1.0,30.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3947,0,1.0,456.0,2010.0,0.0,1,1,9.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3948,0,1.0,539.0,2009.0,4.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3949,0,1.0,15.0,2016.0,0.0,0,0,1.0,84.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3950,1,1.0,238.0,2011.0,4.0,0,1,1.0,28.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3951,0,1.0,12677.0,2015.0,0.0,0,0,1.0,84.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3952,1,1.0,68.0,2013.0,0.0,0,1,1.0,18.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3953,0,1.0,1139.0,0.0,0.0,1,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3954,1,1.0,1889.0,2020.0,0.0,1,1,2.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3955,0,1.0,101.0,2009.0,4.0,1,1,3.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
3956,1,1.0,400.0,2016.0,0.0,0,0,1.0,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
3957,1,1.0,88.0,2013.0,0.0,0,1,1.0,3.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3958,1,1.0,1875.0,0.0,4.0,0,1,1.0,12.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
3959,1,1.0,65.0,2017.0,1.0,0,1,1.0,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
3960,1,1.0,409.0,2011.0,1.0,0,1,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3961,0,1.0,901.0,2009.0,4.0,1,1,1.0,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3962,0,1.0,421.0,2008.0,4.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
3963,0,1.0,212.0,2016.0,1.0,1,1,1.0,1371.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3964,1,1.0,71.0,2013.0,2.0,0,1,3.0,2.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3965,0,1.0,92.0,0.0,4.0,1,1,1.0,96.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3966,1,1.0,112.0,2010.0,1.0,0,1,1.0,38.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
3967,0,1.0,231.0,2017.0,4.0,1,1,2.0,6.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3968,0,1.0,967.0,2013.0,4.0,1,0,1.0,162.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3969,0,1.0,147.0,2010.0,4.0,0,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3970,0,1.0,0.0,0.0,0.0,1,0,1.0,162.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3971,0,1.0,210.0,2009.0,4.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3972,1,1.0,173.0,2004.0,1.0,0,1,1.0,219.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3973,1,1.0,260.0,2015.0,4.0,1,1,2.0,84.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3974,0,1.0,253.0,2011.0,4.0,1,0,1.0,1371.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
3975,0,1.0,128.0,2008.0,4.0,1,1,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3976,1,1.0,339.0,2016.0,4.0,0,1,1.0,1010.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3977,1,1.0,76.0,2008.0,4.0,0,1,1.0,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3978,1,1.0,323.0,2013.0,4.0,0,0,1.0,13.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3979,1,1.0,228.0,2006.0,0.0,0,1,1.0,14.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3980,1,1.0,292.0,2009.0,0.0,1,1,1.0,13.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
3981,1,1.0,10437.0,2000.0,1.0,0,1,3.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3982,0,1.0,205.0,2000.0,0.0,1,1,1.0,105.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3983,0,1.0,123.0,2008.0,0.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3984,1,1.0,88.0,2012.0,4.0,0,0,1.0,101.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3985,1,1.0,57.0,2011.0,0.0,0,0,1.0,39.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3986,0,1.0,114.0,2001.0,0.0,1,1,1.0,84.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3987,0,1.0,783.0,2020.0,7.0,1,0,1.0,1010.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3988,0,1.0,736.0,0.0,0.0,1,0,1.0,12.0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
3989,1,1.0,406.0,2009.0,1.0,1,1,1.0,1010.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3990,1,1.0,66.0,2018.0,0.0,1,1,3.0,1371.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3991,0,1.0,1087.0,2008.0,4.0,1,1,1.0,28.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3992,1,1.0,314.0,2009.0,4.0,0,1,1.0,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3993,0,1.0,202.0,2003.0,0.0,1,1,1.0,108.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3994,1,1.0,165.0,2010.0,4.0,0,1,1.0,9.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3995,0,1.0,4187.0,2011.0,0.0,1,0,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3996,0,1.0,2292.0,2006.0,0.0,1,1,1.0,32.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3997,1,1.0,992.0,2002.0,0.0,1,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3998,0,1.0,846.0,2014.0,2.0,1,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3999,0,1.0,7618.0,2010.0,4.0,1,1,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4000,0,1.0,402.0,2003.0,1.0,1,0,1.0,84.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4001,1,1.0,4.0,2006.0,0.0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4002,0,1.0,135.0,2006.0,4.0,1,1,1.0,1010.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4003,1,1.0,146.0,2018.0,1.0,1,1,1.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4004,0,1.0,2.0,1995.0,0.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
4005,1,1.0,216.0,2013.0,1.0,0,1,2.0,1371.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
4006,1,1.0,313.0,2016.0,0.0,1,0,1.0,1010.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4007,1,1.0,416.0,2005.0,4.0,0,1,2.0,21.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
4008,1,1.0,60.0,2010.0,0.0,1,1,1.0,8.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
4009,1,1.0,110.0,2023.0,1.0,1,1,1.0,10.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
4010,1,1.0,201.0,2005.0,0.0,1,1,4.0,61.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
4011,1,1.0,181.0,2010.0,1.0,1,1,2.0,219.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
4012,1,1.0,248.0,1945.0,0.0,0,1,1.0,1371.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
4013,0,1.0,1368.0,2011.0,4.0,0,1,1.0,10.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4014,0,1.0,239.0,2004.0,4.0,1,1,1.0,96.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4015,0,1.0,58.0,1991.0,4.0,1,1,1.0,19.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4016,1,1.0,119.0,2004.0,4.0,0,1,2.0,162.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4017,1,1.0,317.0,2016.0,0.0,0,1,1.0,1.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
4018,1,1.0,62.0,2005.0,4.0,0,0,1.0,37.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4019,0,0.0,245.0,1996.0,7.0,1,1,1.0,90.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4020,0,1.0,199.0,1987.0,4.0,1,1,1.0,96.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4021,1,1.0,10.0,2016.0,0.0,0,1,1.0,84.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
4022,0,1.0,362.0,2015.0,0.0,1,1,2.0,109.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4023,0,1.0,343.0,2012.0,4.0,1,0,1.0,1371.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4024,0,1.0,37.0,2006.0,1.0,1,1,1.0,10.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4025,1,1.0,105.0,2012.0,0.0,0,1,1.0,75.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4026,0,1.0,286.0,2015.0,0.0,1,0,1.0,75.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
4027,1,1.0,29.0,2011.0,1.0,0,1,1.0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4028,0,1.0,305.0,2012.0,3.0,1,0,1.0,96.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
4029,0,1.0,724.0,2004.0,0.0,1,1,1.0,37.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4030,1,1.0,533.0,2009.0,0.0,1,0,1.0,108.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4031,1,1.0,113.0,2013.0,4.0,0,1,1.0,44.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
4032,1,1.0,303.0,0.0,0.0,1,0,1.0,1010.0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4033,1,1.0,50.0,2010.0,0.0,0,0,1.0,90.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
4034,1,1.0,289.0,2024.0,1.0,1,1,1.0,1371.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4035,1,1.0,253.0,2005.0,6.0,0,1,1.0,84.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
